"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Info"
"45636","686.883570976","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=11529 Ack=5555 Win=59968 Len=0 TSval=1045272606 TSecr=953940525"
"45641","687.042571903","91.189.92.19","10.43.1.228","TLSv1.2","1812","443","46684","Application Data"
"45642","687.042626390","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=5555 Ack=13275 Win=64128 Len=0 TSval=953940685 TSecr=1045272756"
"45646","687.072577139","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
"45647","687.072779415","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=13275 Ack=6598 Win=58880 Len=0 TSval=1045272796 TSecr=953940714"
"45652","687.226234110","91.189.92.19","10.43.1.228","TLSv1.2","1838","443","46684","Application Data, Application Data"
"45653","687.226289453","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=6598 Ack=15047 Win=64128 Len=0 TSval=953940868 TSecr=1045272946"
"45655","687.231122381","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
"45656","687.231329844","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=15047 Ack=7641 Win=57856 Len=0 TSval=1045272946 TSecr=953940873"
"45663","687.387880352","91.189.92.19","10.43.1.228","TLSv1.2","1812","443","46684","Application Data"
"45664","687.387940606","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=7641 Ack=16793 Win=64128 Len=0 TSval=953941030 TSecr=1045273106"
"45667","687.391660086","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
"45668","687.391872742","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=16793 Ack=8684 Win=56832 Len=0 TSval=1045273106 TSecr=953941034"
"45679","687.563020635","91.189.92.19","10.43.1.228","TCP","1434","443","46684","443  >  46684 [PSH, ACK] Seq=16793 Ack=8684 Win=56832 Len=1368 TSval=1045273286 TSecr=953941034 [TCP segment of a reassembled PDU]"
"45680","687.563078800","91.189.92.19","10.43.1.228","TLSv1.2","238","443","46684","Application Data"
"45681","687.563104043","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=8684 Ack=18333 Win=64128 Len=0 TSval=953941205 TSecr=1045273286"
"45682","687.565758888","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
"45683","687.565962919","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=18333 Ack=9727 Win=55808 Len=0 TSval=1045273286 TSecr=953941208"
"45690","687.716433561","91.189.92.19","10.43.1.228","TLSv1.2","1768","443","46684","Application Data"
"45691","687.716473475","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=9727 Ack=20035 Win=64128 Len=0 TSval=953941358 TSecr=1045273436"
"45692","687.719340496","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
"45693","687.719543382","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=20035 Ack=10770 Win=54720 Len=0 TSval=1045273436 TSecr=953941361"
"45709","687.895117651","91.189.92.19","10.43.1.228","TLSv1.2","2182","443","46684","Application Data"
"45710","687.895333954","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=10770 Ack=22151 Win=64128 Len=0 TSval=953941537 TSecr=1045273616"
"45711","687.898471461","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
"45712","687.898685472","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=22151 Ack=11813 Win=53696 Len=0 TSval=1045273616 TSecr=953941540"
"45719","688.048406696","91.189.92.19","10.43.1.228","TLSv1.2","1719","443","46684","Application Data"
"45720","688.048456495","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=11813 Ack=23804 Win=64128 Len=0 TSval=953941690 TSecr=1045273766"
"45721","688.049856829","10.43.1.228","91.189.92.19","TLSv1.2","1097","46684","443","Application Data"
"45722","688.050068823","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=23804 Ack=12844 Win=52672 Len=0 TSval=1045273766 TSecr=953941692"
"45730","688.195442565","91.189.92.19","10.43.1.228","TLSv1.2","1635","443","46684","Application Data"
"45731","688.195474833","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=12844 Ack=25373 Win=64128 Len=0 TSval=953941837 TSecr=1045273916"
"45732","688.211697774","10.43.1.228","91.189.92.19","TCP","1514","46684","443","46684  >  443 [ACK] Seq=12844 Ack=25373 Win=64128 Len=1448 TSval=953941854 TSecr=1045273916 [TCP segment of a reassembled PDU]"
"45733","688.211706758","10.43.1.228","91.189.92.19","TCP","1514","46684","443","46684  >  443 [ACK] Seq=14292 Ack=25373 Win=64128 Len=1448 TSval=953941854 TSecr=1045273916 [TCP segment of a reassembled PDU]"
"45734","688.211707849","10.43.1.228","91.189.92.19","TLSv1.2","1295","46684","443","Application Data"
"45735","688.211953555","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=25373 Ack=14292 Win=51200 Len=0 TSval=1045273926 TSecr=953941854"
"45736","688.211980023","10.43.1.228","91.189.92.19","TLSv1.2","782","46684","443","Application Data"
"45737","688.212137902","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=25373 Ack=15740 Win=49792 Len=0 TSval=1045273926 TSecr=953941854"
"45738","688.212383076","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=25373 Ack=16969 Win=48512 Len=0 TSval=1045273936 TSecr=953941854"
"45739","688.212412404","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=25373 Ack=17685 Win=47808 Len=0 TSval=1045273936 TSecr=953941854"
"45767","688.666971927","91.189.92.19","10.43.1.228","TLSv1.2","389","443","46684","Application Data"
"45768","688.667045966","91.189.92.19","10.43.1.228","TCP","2962","443","46684","443  >  46684 [ACK] Seq=25696 Ack=17685 Win=47808 Len=2896 TSval=1045274386 TSecr=953941854 [TCP segment of a reassembled PDU]"
"45769","688.667180931","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17685 Ack=28592 Win=64128 Len=0 TSval=953942309 TSecr=1045274386"
"45770","688.667421480","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=28592 Ack=17685 Win=47808 Len=1448 TSval=1045274386 TSecr=953942309 [TCP segment of a reassembled PDU]"
"45771","688.667543930","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=30040 Ack=17685 Win=47808 Len=1448 TSval=1045274386 TSecr=953942309 [TCP segment of a reassembled PDU]"
"45772","688.667570184","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17685 Ack=31488 Win=67072 Len=0 TSval=953942309 TSecr=1045274386"
"45773","688.667707878","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=31488 Ack=17685 Win=47808 Len=1448 TSval=1045274386 TSecr=953942309 [TCP segment of a reassembled PDU]"
"45774","688.667795266","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=32936 Ack=17685 Win=47808 Len=1448 TSval=1045274386 TSecr=953942309 [TCP segment of a reassembled PDU]"
"45775","688.667827647","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17685 Ack=34384 Win=72832 Len=0 TSval=953942310 TSecr=1045274386"
"45776","688.667954600","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=34384 Ack=17685 Win=47808 Len=1448 TSval=1045274386 TSecr=953942309 [TCP segment of a reassembled PDU]"
"45777","688.668021152","91.189.92.19","10.43.1.228","TCP","874","443","46684","443  >  46684 [PSH, ACK] Seq=35832 Ack=17685 Win=47808 Len=808 TSval=1045274386 TSecr=953942309 [TCP segment of a reassembled PDU]"
"45778","688.668055973","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17685 Ack=36640 Win=78592 Len=0 TSval=953942310 TSecr=1045274386"
"45792","688.803305519","91.189.92.19","10.43.1.228","TCP","1434","443","46684","443  >  46684 [PSH, ACK] Seq=36640 Ack=17685 Win=47808 Len=1368 TSval=1045274526 TSecr=953942310 [TCP segment of a reassembled PDU]"
"45793","688.803361447","91.189.92.19","10.43.1.228","TLSv1.2","1434","443","46684","Application Data [TCP segment of a reassembled PDU]"
"45794","688.803398322","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17685 Ack=39376 Win=84480 Len=0 TSval=953942445 TSecr=1045274526"
"45795","688.803409959","91.189.92.19","10.43.1.228","TLSv1.2","1514","443","46684","Application Data [TCP segment of a reassembled PDU]"
"45796","688.803488767","91.189.92.19","10.43.1.228","TCP","1354","443","46684","443  >  46684 [PSH, ACK] Seq=40824 Ack=17685 Win=47808 Len=1288 TSval=1045274526 TSecr=953942310 [TCP segment of a reassembled PDU]"
"45797","688.803518678","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17685 Ack=42112 Win=90240 Len=0 TSval=953942445 TSecr=1045274526"
"45798","688.803613069","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=42112 Ack=17685 Win=47808 Len=1448 TSval=1045274526 TSecr=953942310 [TCP segment of a reassembled PDU]"
"45799","688.803721453","91.189.92.19","10.43.1.228","TCP","1354","443","46684","443  >  46684 [PSH, ACK] Seq=43560 Ack=17685 Win=47808 Len=1288 TSval=1045274526 TSecr=953942310 [TCP segment of a reassembled PDU]"
"45800","688.803742653","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17685 Ack=44848 Win=96000 Len=0 TSval=953942446 TSecr=1045274526"
"45801","688.803844418","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=44848 Ack=17685 Win=47808 Len=1448 TSval=1045274526 TSecr=953942310 [TCP segment of a reassembled PDU]"
"45802","688.803947367","91.189.92.19","10.43.1.228","TCP","1354","443","46684","443  >  46684 [PSH, ACK] Seq=46296 Ack=17685 Win=47808 Len=1288 TSval=1045274526 TSecr=953942310 [TCP segment of a reassembled PDU]"
"45803","688.803962973","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17685 Ack=47584 Win=101760 Len=0 TSval=953942446 TSecr=1045274526"
"45811","688.943287558","91.189.92.19","10.43.1.228","TCP","1434","443","46684","443  >  46684 [PSH, ACK] Seq=47584 Ack=17685 Win=47808 Len=1368 TSval=1045274666 TSecr=953942446 [TCP segment of a reassembled PDU]"
"45812","688.943345172","91.189.92.19","10.43.1.228","TLSv1.2","890","443","46684","Application Data"
"45813","688.943375428","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17685 Ack=49776 Win=107648 Len=0 TSval=953942585 TSecr=1045274666"
"45814","688.949647328","10.43.1.228","91.189.92.19","TLSv1.2","335","46684","443","Application Data"
"45815","688.949842956","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=49776 Ack=17954 Win=47552 Len=0 TSval=1045274666 TSecr=953942592"
"45822","689.120417215","91.189.92.19","10.43.1.228","TLSv1.2","431","443","46684","Application Data"
"45823","689.163297830","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=17954 Ack=50141 Win=110464 Len=0 TSval=953942805 TSecr=1045274836"
"45828","689.199766941","10.43.1.228","91.189.92.19","TCP","1514","46684","443","46684  >  443 [ACK] Seq=17954 Ack=50141 Win=110464 Len=1448 TSval=953942842 TSecr=1045274836 [TCP segment of a reassembled PDU]"
"45829","689.199774093","10.43.1.228","91.189.92.19","TCP","1514","46684","443","46684  >  443 [ACK] Seq=19402 Ack=50141 Win=110464 Len=1448 TSval=953942842 TSecr=1045274836 [TCP segment of a reassembled PDU]"
"45830","689.199775048","10.43.1.228","91.189.92.19","TLSv1.2","1295","46684","443","Application Data"
"45831","689.199825289","10.43.1.228","91.189.92.19","TLSv1.2","811","46684","443","Application Data"
"45833","689.199996820","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=50141 Ack=19402 Win=46080 Len=0 TSval=1045274916 TSecr=953942842"
"45834","689.200123951","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=50141 Ack=20850 Win=44672 Len=0 TSval=1045274916 TSecr=953942842"
"45835","689.200234854","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=50141 Ack=22079 Win=43456 Len=0 TSval=1045274916 TSecr=953942842"
"45836","689.200284031","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=50141 Ack=22824 Win=42688 Len=0 TSval=1045274916 TSecr=953942842"
"45848","689.407932694","91.189.92.19","10.43.1.228","TLSv1.2","967","443","46684","Application Data"
"45849","689.408014990","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=22824 Ack=51042 Win=113408 Len=0 TSval=953943050 TSecr=1045275126"
"45851","689.484918457","10.43.1.228","91.189.92.19","TCP","1514","46684","443","46684  >  443 [ACK] Seq=22824 Ack=51042 Win=113408 Len=1448 TSval=953943127 TSecr=1045275126 [TCP segment of a reassembled PDU]"
"45852","689.484931812","10.43.1.228","91.189.92.19","TCP","1514","46684","443","46684  >  443 [ACK] Seq=24272 Ack=51042 Win=113408 Len=1448 TSval=953943127 TSecr=1045275126 [TCP segment of a reassembled PDU]"
"45853","689.484933991","10.43.1.228","91.189.92.19","TLSv1.2","1295","46684","443","Application Data"
"45854","689.485142585","10.43.1.228","91.189.92.19","TLSv1.2","782","46684","443","Application Data"
"45855","689.485172724","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=51042 Ack=24272 Win=41216 Len=0 TSval=1045275206 TSecr=953943127"
"45856","689.485288808","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=51042 Ack=25720 Win=39808 Len=0 TSval=1045275206 TSecr=953943127"
"45857","689.485437885","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=51042 Ack=26949 Win=38528 Len=0 TSval=1045275206 TSecr=953943127"
"45858","689.485472013","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=51042 Ack=27665 Win=37824 Len=0 TSval=1045275206 TSecr=953943127"
"45871","689.808607898","91.189.92.19","10.43.1.228","TLSv1.2","389","443","46684","Application Data"
"45872","689.808690899","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=51365 Win=116224 Len=0 TSval=953943451 TSecr=1045275526"
"45873","689.808701026","91.189.92.19","10.43.1.228","TCP","1434","443","46684","443  >  46684 [PSH, ACK] Seq=51365 Ack=27665 Win=37824 Len=1368 TSval=1045275526 TSecr=953943127 [TCP segment of a reassembled PDU]"
"45874","689.808714286","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=52733 Win=119168 Len=0 TSval=953943451 TSecr=1045275526"
"45875","689.808722320","91.189.92.19","10.43.1.228","TLSv1.2","1623","443","46684","Application Data"
"45876","689.808736843","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=54290 Win=122240 Len=0 TSval=953943451 TSecr=1045275526"
"45877","689.808930357","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=54290 Ack=27665 Win=37824 Len=1448 TSval=1045275526 TSecr=953943451 [TCP segment of a reassembled PDU]"
"45878","689.808960515","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=55738 Win=125184 Len=0 TSval=953943451 TSecr=1045275526"
"45879","689.809088604","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=55738 Ack=27665 Win=37824 Len=1448 TSval=1045275526 TSecr=953943451 [TCP segment of a reassembled PDU]"
"45880","689.809118769","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=57186 Win=128128 Len=0 TSval=953943451 TSecr=1045275526"
"45881","689.809210449","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=57186 Ack=27665 Win=37824 Len=1448 TSval=1045275526 TSecr=953943451 [TCP segment of a reassembled PDU]"
"45882","689.809228033","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=58634 Win=130944 Len=0 TSval=953943451 TSecr=1045275526"
"45883","689.809330731","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=58634 Ack=27665 Win=37824 Len=1448 TSval=1045275526 TSecr=953943451 [TCP segment of a reassembled PDU]"
"45884","689.809350319","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=60082 Win=133888 Len=0 TSval=953943451 TSecr=1045275526"
"45885","689.809452117","91.189.92.19","10.43.1.228","TLSv1.2","1463","443","46684","Application Data [TCP segment of a reassembled PDU]"
"45886","689.809471251","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=61479 Win=136832 Len=0 TSval=953943451 TSecr=1045275526"
"45897","689.946359705","91.189.92.19","10.43.1.228","TCP","1920","443","46684","443  >  46684 [PSH, ACK] Seq=61479 Ack=27665 Win=37824 Len=1854 TSval=1045275666 TSecr=953943451 [TCP segment of a reassembled PDU]"
"45898","689.946419957","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=63333 Win=140416 Len=0 TSval=953943588 TSecr=1045275666"
"45899","689.946456583","91.189.92.19","10.43.1.228","TLSv1.2","2962","443","46684","Application Data, Application Data"
"45900","689.946477125","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=66229 Win=146304 Len=0 TSval=953943588 TSecr=1045275666"
"45901","689.946520993","91.189.92.19","10.43.1.228","TCP","788","443","46684","443  >  46684 [PSH, ACK] Seq=66229 Ack=27665 Win=37824 Len=722 TSval=1045275666 TSecr=953943451 [TCP segment of a reassembled PDU]"
"45902","689.946560969","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=66951 Win=149120 Len=0 TSval=953943588 TSecr=1045275666"
"45903","689.946632800","91.189.92.19","10.43.1.228","TCP","1434","443","46684","443  >  46684 [PSH, ACK] Seq=66951 Ack=27665 Win=37824 Len=1368 TSval=1045275666 TSecr=953943451 [TCP segment of a reassembled PDU]"
"45904","689.946659917","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=68319 Win=152064 Len=0 TSval=953943589 TSecr=1045275666"
"45905","689.946757443","91.189.92.19","10.43.1.228","TLSv1.2","1434","443","46684","Application Data [TCP segment of a reassembled PDU]"
"45906","689.946780352","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=69687 Win=155008 Len=0 TSval=953943589 TSecr=1045275666"
"45907","689.946876442","91.189.92.19","10.43.1.228","TCP","1434","443","46684","443  >  46684 [PSH, ACK] Seq=69687 Ack=27665 Win=37824 Len=1368 TSval=1045275666 TSecr=953943451 [TCP segment of a reassembled PDU]"
"45908","689.946906118","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=71055 Win=157824 Len=0 TSval=953943589 TSecr=1045275666"
"45909","689.946991530","91.189.92.19","10.43.1.228","TCP","1434","443","46684","443  >  46684 [PSH, ACK] Seq=71055 Ack=27665 Win=37824 Len=1368 TSval=1045275666 TSecr=953943588 [TCP segment of a reassembled PDU]"
"45910","689.947019428","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=72423 Win=160768 Len=0 TSval=953943589 TSecr=1045275666"
"45914","690.083311936","91.189.92.19","10.43.1.228","TCP","1434","443","46684","443  >  46684 [PSH, ACK] Seq=72423 Ack=27665 Win=37824 Len=1368 TSval=1045275806 TSecr=953943589 [TCP segment of a reassembled PDU]"
"45915","690.083371078","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=73791 Win=163584 Len=0 TSval=953943725 TSecr=1045275806"
"45916","690.083397097","91.189.92.19","10.43.1.228","TLSv1.2","1743","443","46684","Application Data, Application Data"
"45917","690.083415056","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=75468 Win=167040 Len=0 TSval=953943725 TSecr=1045275806"
"47537","720.299311299","10.43.1.228","91.189.92.19","TCP","66","46684","443","[TCP Keep-Alive] 46684  >  443 [ACK] Seq=27664 Ack=75468 Win=167040 Len=0 TSval=953973941 TSecr=1045275806"
"47538","720.299485364","91.189.92.19","10.43.1.228","TCP","66","443","46684","[TCP Keep-Alive ACK] 443  >  46684 [ACK] Seq=75468 Ack=27665 Win=37824 Len=0 TSval=1045306016 TSecr=953943725"
"47941","726.153797266","10.21.2.12","10.43.1.1","TCP","66","56324","7680","56324  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"47995","727.154617299","10.21.2.12","10.43.1.1","TCP","66","56324","7680","[TCP Retransmission] 56324  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"48103","729.155210713","10.21.2.12","10.43.1.1","TCP","66","56324","7680","[TCP Retransmission] 56324  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"48334","733.155429091","10.21.2.12","10.43.1.1","TCP","66","56324","7680","[TCP Retransmission] 56324  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"48924","739.804193626","91.189.92.19","10.43.1.228","TLSv1.2","97","443","46684","Encrypted Alert"
"48925","739.804270393","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=27665 Ack=75499 Win=167040 Len=0 TSval=953993446 TSecr=1045325526"
"48926","739.804280505","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [FIN, ACK] Seq=75499 Ack=27665 Win=37824 Len=0 TSval=1045325526 TSecr=953943725"
"48927","739.804435978","10.43.1.228","91.189.92.19","TLSv1.2","97","46684","443","Encrypted Alert"
"48928","739.804499938","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [FIN, ACK] Seq=27696 Ack=75500 Win=167040 Len=0 TSval=953993446 TSecr=1045325526"
"48929","739.804530476","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=75500 Ack=27696 Win=37824 Len=0 TSval=1045325526 TSecr=953993446"
"48930","739.804599346","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=75500 Ack=27697 Win=37824 Len=0 TSval=1045325526 TSecr=953993446"
"49051","741.155923772","10.21.2.12","10.43.1.1","TCP","66","56324","7680","[TCP Retransmission] 56324  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"58253","891.271711522","10.34.2.166","10.43.1.1","TCP","66","65453","7680","65453  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"58394","894.272579381","10.34.2.166","10.43.1.1","TCP","66","65453","7680","[TCP Retransmission] 65453  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
